22.984751 ,120.221581 
22.982115 ,120.217659 
22.985489 ,120.188934 
22.998809 ,120.199379 
22.997200 ,120.210106 
22.996859 ,120.214600 
22.995123 ,120.197151 
22.996790 ,120.215416 
22.982981 ,120.199219 
22.990992 ,120.199707 
22.996462 ,120.191566 
22.992247 ,120.211700 
22.991714 ,120.211067 
22.992167 ,120.189034 
22.991714 ,120.211067 
22.982946 ,120.199219 
22.992472 ,120.217369 
22.997549 ,120.189613 
22.994715 ,120.218086 
22.992367 ,120.202705 
22.989206 ,120.192429 
22.990343 ,120.218407 
22.994284 ,120.205864 
22.987316 ,120.204445 
22.989208 ,120.217628 
22.992867 ,120.207191 
22.992517 ,120.187325 
22.991343 ,120.208237 
22.991247 ,120.194450 
22.996136 ,120.199951 
22.997454 ,120.192055 
22.989794 ,120.210236 
22.991718 ,120.175049 
23.002047 ,120.186882 
22.989660 ,120.213608 
23.001265 ,120.196320 
22.996136 ,120.199951 
22.989950 ,120.208092 
23.001265 ,120.196320 
22.999210 ,120.188103 
22.986963 ,120.222816 
22.986937 ,120.222885 
23.001265 ,120.196320 
23.000868 ,120.198700 
22.986357 ,120.222572 
23.016150 ,120.200386 
22.985996 ,120.222412 
22.999210 ,120.188103 
22.985477 ,120.222008 
23.002047 ,120.186882 
22.984963 ,120.221893 
23.003569 ,120.190399 
22.986431 ,120.198128 
22.991440 ,120.208565 
22.997536 ,120.196091 
22.996340 ,120.196632 
22.996378 ,120.211441 
22.987492 ,120.216278 
22.996420 ,120.211456 
22.986975 ,120.216965 
22.997343 ,120.197495 
22.987404 ,120.187002 
22.986523 ,120.218117 
22.987158 ,120.219078 
23.016161 ,120.200897 
22.991520 ,120.197952 
22.986307 ,120.208809 
22.987309 ,120.204330 
22.985287 ,120.207893 
22.995897 ,120.215790 
22.988928 ,120.207291 
22.988033 ,120.205078 
22.987198 ,120.204475 
22.986420 ,120.204216 
22.982594 ,120.207947 
22.982622 ,120.206757 
22.982569 ,120.206688 
22.982578 ,120.206528 
22.984081 ,120.215088 
22.981075 ,120.210495 